timeE,axE,ayE,azE,aTE
34.617,-0.2649,0.135,-0.0859,0.309
34.622,-0.2887,0.1254,-0.1061,0.332
34.628,-0.2865,0.0895,-0.1045,0.318
34.631,-0.294,0.0512,-0.1051,0.316
34.637,-0.2731,0.0248,-0.1031,0.293
34.642,-0.2692,0.0079,-0.0744,0.279
34.646,-0.2558,-0.0089,-0.0645,0.264
34.651,-0.2284,-0.021,-0.0758,0.242
34.656,-0.2202,-0.0356,-0.1104,0.249
34.661,-0.2241,-0.0454,-0.1614,0.28
34.666,-0.2115,-0.0647,-0.2217,0.313
34.67,-0.199,-0.0769,-0.2172,0.304
34.676,-0.2034,-0.07,-0.2029,0.296
34.681,-0.2197,-0.0439,-0.2103,0.307
34.686,-0.205,-0.0395,-0.2366,0.316
34.689,-0.2264,0.0008,-0.2679,0.351
34.695,-0.2048,0.0244,-0.2824,0.35
34.701,-0.2001,0.0359,-0.2875,0.352
34.704,-0.1859,0.0426,-0.3069,0.361
34.71,-0.1932,0.0278,-0.3026,0.36
34.714,-0.2006,0.0418,-0.3054,0.368
34.72,-0.184,-0.0017,-0.2961,0.349
34.726,-0.2033,-0.0116,-0.2533,0.325
34.73,-0.2272,-0.0478,-0.2129,0.315
34.734,-0.2462,-0.0695,-0.1556,0.299
34.738,-0.2555,-0.1008,-0.1054,0.294
34.744,-0.2837,-0.1296,-0.0452,0.315
34.748,-0.3308,-0.1344,-0.0373,0.359
34.753,-0.3515,-0.1034,-0.0599,0.371
34.759,-0.3865,-0.07,-0.082,0.401
34.762,-0.393,-0.0223,-0.1128,0.409
34.768,-0.3995,0.0157,-0.1667,0.433
34.773,-0.3585,0.0393,-0.2125,0.419
34.779,-0.3511,0.0652,-0.2271,0.423
34.784,-0.3153,0.0477,-0.1763,0.364
34.787,-0.3132,0.085,-0.1054,0.341
34.792,-0.2662,0.1219,0.0047,0.293
34.799,-0.2055,0.1965,0.1518,0.322
34.802,-0.1642,0.2562,0.2812,0.414
34.807,-0.1207,0.3013,0.4003,0.515
34.812,-0.0962,0.3793,0.4882,0.626
34.817,-0.1191,0.4211,0.5025,0.666
34.821,-0.1138,0.4229,0.4926,0.659
34.827,-0.1133,0.4367,0.4094,0.609
34.831,-0.1822,0.4313,0.3295,0.573
34.837,-0.2322,0.3996,0.2763,0.538
34.839,-0.2538,0.3249,0.233,0.474
34.844,-0.2975,0.2765,0.2066,0.456
34.851,-0.3105,0.2066,0.1851,0.416
34.855,-0.343,0.1343,0.1089,0.384
34.859,-0.3353,0.062,0.0566,0.346
34.864,-0.3517,-0.0101,0.0349,0.354
34.87,-0.3329,-0.1134,0.0656,0.358
34.875,-0.3194,-0.1712,0.0939,0.374
34.879,-0.2874,-0.2219,0.1198,0.382
34.883,-0.2346,-0.2535,0.0644,0.351
34.89,-0.1752,-0.2445,0.0162,0.301
34.893,-0.09,-0.2499,-0.0225,0.267
34.899,-0.0003,-0.2505,-0.0565,0.257
34.903,0.0845,-0.2224,-0.122,0.267
34.908,0.1691,-0.2063,-0.1474,0.305
34.914,0.2084,-0.2141,-0.0879,0.311
34.918,0.2743,-0.2147,-0.02,0.349
34.922,0.2785,-0.2008,0.0706,0.35
34.929,0.2593,-0.182,0.153,0.352
34.933,0.231,-0.1297,0.2561,0.368
34.937,0.1862,-0.0584,0.2965,0.355
34.941,0.1464,-0.0229,0.3341,0.366
34.947,0.14,0.0029,0.3453,0.373
34.954,0.1145,-0.0119,0.4111,0.427
34.957,0.1151,-0.0363,0.443,0.459
34.963,0.111,-0.1013,0.484,0.507
34.967,0.1355,-0.1758,0.4386,0.492
34.972,0.1935,-0.2574,0.3691,0.49
34.977,0.2371,-0.3245,0.2825,0.491
34.983,0.3049,-0.3532,0.2124,0.513
34.985,0.349,-0.3962,0.1371,0.546
34.991,0.3597,-0.42,0.107,0.563
34.996,0.3781,-0.439,0.117,0.591
35.002,0.3824,-0.4602,0.1314,0.613
35.006,0.3775,-0.4503,0.1646,0.61
35.011,0.3512,-0.3854,0.1856,0.553
35.016,0.311,-0.3205,0.2134,0.495
35.021,0.2688,-0.2652,0.2361,0.445
35.026,0.2172,-0.2052,0.2203,0.371
35.031,0.1469,-0.1332,0.2138,0.292
35.034,0.1007,-0.0924,0.1998,0.242
35.04,0.0475,-0.0421,0.1664,0.178
35.044,0.0087,-0.023,0.1494,0.151
35.051,-0.0206,0.0177,0.1441,0.147
35.055,-0.0595,0.0032,0.1481,0.16
35.06,-0.0675,-0.0303,0.1542,0.171
35.062,-0.0589,-0.0233,0.1338,0.148
35.07,-0.0506,-0.0617,0.0822,0.115
35.074,-0.0521,-0.1097,0.0447,0.129
35.08,-0.0251,-0.1433,0.0165,0.146
35.083,0.0134,-0.1651,0.0454,0.172
35.09,0.0873,-0.2036,0.1026,0.244
35.092,0.1538,-0.2397,0.1474,0.321
35.099,0.244,-0.271,0.2015,0.417
35.102,0.2913,-0.276,0.2027,0.45
35.108,0.3125,-0.2834,0.2155,0.474
35.113,0.3149,-0.2404,0.2399,0.463
35.117,0.3154,-0.1975,0.2809,0.466
35.123,0.2683,-0.121,0.3004,0.421
35.128,0.2169,-0.0495,0.3271,0.396
35.132,0.1538,0.0317,0.349,0.383
35.136,0.1101,0.0888,0.359,0.386
35.141,0.0642,0.1388,0.3477,0.38
35.146,0.0113,0.1959,0.3342,0.388
35.149,-0.0178,0.2146,0.3017,0.371
35.154,-0.0421,0.2621,0.2456,0.362
35.16,-0.0592,0.2664,0.2398,0.363
35.164,-0.0527,0.2444,0.2485,0.352
35.171,-0.0321,0.2367,0.2623,0.355
35.178,0.0027,0.1813,0.2884,0.341
35.179,-0.0007,0.1355,0.2815,0.312
35.184,-0.0088,0.1017,0.2392,0.26
35.188,-0.0048,0.0561,0.1686,0.178
35.194,0.0016,0.032,0.0408,0.052
35.198,0.0247,0.0008,-0.0221,0.033
35.203,0.0236,-0.0208,-0.0658,0.073
35.209,0.0629,-0.021,-0.0663,0.094
35.213,0.0925,-0.0187,-0.0668,0.116
35.219,0.1172,-0.0428,-0.0815,0.149
35.223,0.1132,-0.043,-0.0916,0.152
35.228,0.1021,-0.0646,-0.0564,0.133
35.233,0.1101,-0.06,-0.0332,0.13
35.238,0.0873,-0.072,-0.0028,0.113
35.243,0.0432,-0.1031,0.0061,0.112
35.248,-0.0125,-0.1054,-0.0421,0.114
35.253,-0.0895,-0.1148,-0.0208,0.147
35.258,-0.1439,-0.121,-0.0375,0.192
35.262,-0.1836,-0.1105,-0.0419,0.218
35.268,-0.2224,-0.0841,-0.0369,0.241
35.272,-0.2257,-0.0793,-0.0698,0.249
35.277,-0.215,-0.0794,-0.098,0.249
35.285,-0.1857,-0.0843,-0.0949,0.225
35.286,-0.1353,-0.0845,-0.0727,0.175
35.292,-0.0901,-0.1015,-0.0528,0.146
35.303,-0.0668,-0.1162,-0.0256,0.136
35.305,-0.0342,-0.1404,0.0425,0.151
35.307,-0.0733,-0.1932,0.0773,0.221
35.321,-0.117,-0.1886,0.091,0.24
35.323,-0.1631,-0.1792,0.1101,0.266
35.325,-0.2286,-0.1196,0.0775,0.269
35.326,-0.2208,-0.0722,0.0554,0.239
35.331,-0.1707,-0.0009,0.0126,0.171
35.337,-0.1378,0.0606,0.0111,0.151
35.34,-0.1194,0.1412,-0.078,0.201
35.345,-0.1131,0.2145,-0.1904,0.308
35.348,-0.1186,0.2806,-0.3308,0.45
35.353,-0.1314,0.33,-0.4706,0.59
35.358,-0.1729,0.3673,-0.5526,0.686
35.364,-0.2503,0.3712,-0.5626,0.719
35.37,-0.3612,0.3559,-0.5366,0.738
35.375,-0.4769,0.3263,-0.4885,0.757
35.378,-0.5712,0.2777,-0.4371,0.771
35.383,-0.6944,0.2053,-0.4181,0.836
35.388,-0.7818,0.1306,-0.4408,0.907
35.392,-0.8814,0.0442,-0.46,0.995
35.399,-0.905,-0.0231,-0.4493,1.011
35.404,-0.9218,-0.1332,-0.4373,1.029
35.409,-0.8723,-0.2455,-0.4264,1.002
35.412,-0.7802,-0.3791,-0.4835,0.993
35.419,-0.6454,-0.5459,-0.5154,0.99
35.42,-0.5513,-0.7243,-0.5629,1.07
35.427,-0.3973,-0.9525,-0.5901,1.189
35.433,-0.2478,-1.1777,-0.5687,1.331
35.436,-0.0835,-1.3952,-0.5483,1.501
35.443,0.0861,-1.6026,-0.491,1.678
35.446,0.2562,-1.795,-0.442,1.866
35.452,0.4437,-1.9629,-0.4061,2.053
35.456,0.6201,-2.0944,-0.3854,2.218
35.461,0.7876,-2.175,-0.3539,2.34
35.465,0.9178,-2.2433,-0.3068,2.443
35.473,1.0345,-2.2751,-0.2419,2.511
35.478,1.1259,-2.2777,-0.1538,2.545
35.481,1.1799,-2.2344,-0.0856,2.528
35.486,1.2038,-2.2001,-0.0492,2.508
35.493,1.1783,-2.1534,-0.0756,2.456
35.496,1.1225,-2.1015,-0.062,2.383
35.501,1.0169,-2.0778,-0.0444,2.314
35.513,0.8969,-2.1111,0.0367,2.294
35.516,0.8026,-2.1919,0.2477,2.347
35.517,0.7309,-2.3536,0.6031,2.537
35.518,0.7029,-2.5843,1.002,2.859
35.522,0.7254,-2.8147,1.4372,3.243
35.526,0.7891,-3.0877,1.8392,3.68
35.531,0.9276,-3.3983,2.187,4.146
35.537,1.1033,-3.7297,2.4231,4.582
35.542,1.3002,-4.0124,2.5353,4.921
35.546,1.4881,-4.2729,2.5352,5.186
35.551,1.6744,-4.4391,2.4427,5.336
35.557,1.8045,-4.5519,2.3414,5.428
35.562,1.895,-4.5992,2.2722,5.469
35.566,1.915,-4.6745,2.2278,5.521
35.572,1.8335,-4.8156,2.2615,5.627
35.577,1.6433,-4.927,2.3275,5.691
35.581,1.3633,-4.9752,2.3544,5.67
35.588,1.0908,-4.915,2.3348,5.55
35.593,0.8177,-4.792,2.1906,5.332
35.597,0.5985,-4.6661,2.0693,5.139
35.603,0.459,-4.5545,2.0084,4.999
35.606,0.4133,-4.5838,2.0928,5.056
35.612,0.4161,-4.687,2.2968,5.236
35.616,0.4558,-4.7947,2.6026,5.474
35.62,0.5564,-4.8853,2.9529,5.735
35.625,0.8046,-4.9111,3.1491,5.889
35.63,1.1574,-4.8072,3.0324,5.8
35.634,1.4985,-4.6385,2.6809,5.563
35.64,1.8768,-4.4746,2.34,5.387
35.644,2.1493,-4.196,2.2532,5.225
35.649,2.3566,-3.8317,2.4083,5.102
35.654,2.4599,-3.3597,2.6727,4.948
35.659,2.4543,-2.823,2.8964,4.731
35.663,2.3135,-2.3365,2.9866,4.442
35.668,2.0901,-1.8834,3.0099,4.12
35.674,1.7988,-1.5232,3.0288,3.838
35.678,1.4733,-1.1748,3.0191,3.559
35.683,1.1685,-0.7685,2.7878,3.119
35.69,0.9173,-0.3976,2.18,2.398
35.693,0.7912,-0.0813,1.4256,1.632
35.699,0.8185,0.1557,0.924,1.244
35.702,0.9677,0.3011,0.8961,1.353
35.708,1.3413,0.3787,1.0903,1.77
35.712,1.8155,0.4058,1.3064,2.273
35.718,2.2311,0.4397,1.6252,2.795
35.722,2.4695,0.4808,1.9847,3.204
35.729,2.3925,0.5531,2.0771,3.216
35.732,1.9863,0.7172,1.503,2.592
35.737,1.294,1.0327,0.1584,1.663
35.742,0.4702,1.4319,-1.2761,1.975
35.747,-0.4153,1.7914,-1.9945,2.713
35.752,-1.2831,2.0392,-1.8804,3.056
35.757,-2.0053,2.2708,-1.587,3.42
35.76,-2.5645,2.5129,-1.5637,3.916
35.766,-2.9358,2.8177,-1.6869,4.405
35.771,-3.1734,3.1538,-1.7153,4.792
35.775,-3.1865,3.464,-2.0219,5.123
35.781,-3.0471,3.9184,-3.0162,5.808
35.785,-2.8319,4.4687,-4.1486,6.723
35.791,-2.5015,4.9869,-4.498,7.166
35.796,-2.0808,5.3506,-3.9489,6.968
35.799,-1.7485,5.4792,-3.0634,6.516
35.806,-1.7527,5.5915,-2.7251,6.462
35.81,-2.1674,5.8484,-3.1861,7.004
35.815,-2.7336,6.3046,-4.0203,7.961
35.819,-3.302,6.8257,-4.6131,8.876
35.824,-3.8077,7.3374,-4.9907,9.656
35.829,-4.1918,7.8779,-5.196,10.326
35.834,-4.4428,8.3871,-5.5046,10.972
35.839,-4.4463,8.9412,-5.5226,11.411
35.843,-4.2464,9.4329,-5.1229,11.544
35.849,-3.9344,9.834,-4.3815,11.462
35.854,-3.5907,10.2721,-4.1057,11.63
35.859,-3.1586,10.7812,-4.6051,12.142
35.862,-2.7427,11.1317,-5.1959,12.587
35.868,-2.4388,11.2518,-5.5436,12.778
35.871,-2.1924,11.1371,-5.7342,12.717
35.877,-2.0981,10.8743,-5.8849,12.541
35.882,-2.2237,10.619,-6.0724,12.433
35.888,-2.5354,10.3877,-5.9817,12.252
35.892,-2.8849,10.2762,-5.7946,12.145
35.897,-3.1551,10.3731,-5.9908,12.387
35.902,-3.2841,10.5274,-6.4697,12.785
35.907,-3.2822,10.5804,-6.6112,12.901
35.912,-3.0672,10.6491,-6.4277,12.811
35.917,-2.685,10.76,-6.2873,12.748
35.922,-2.2434,10.8842,-5.9798,12.62
35.926,-1.6944,10.9737,-5.4966,12.39
35.931,-1.0814,10.9925,-4.9077,12.087
35.936,-0.5471,11.0506,-4.3426,11.886
35.941,-0.2104,11.1556,-3.7005,11.755
35.945,-0.0542,11.3721,-3.0914,11.785
35.95,0.0072,11.5306,-2.4355,11.785
35.955,0.0101,11.6766,-1.9458,11.838
35.96,-0.1522,11.7988,-1.6215,11.911
35.966,-0.4738,11.885,-1.3654,11.973
35.969,-0.8741,11.9833,-1.3439,12.09
35.972,-1.2151,11.9287,-1.5498,12.09
35.978,-1.471,11.7358,-1.8508,11.972
35.982,-1.637,11.4976,-1.78,11.749
35.988,-1.7164,11.2356,-1.4354,11.456
35.993,-1.6648,10.9931,-0.8832,11.153
35.999,-1.5273,10.8515,-0.3173,10.963
36.003,-1.4195,10.8705,0.0025,10.963
36.01,-1.3239,11.0766,0.0534,11.156
36.014,-1.1944,10.9516,0.0063,11.017
36.017,-0.9515,10.4199,0.0934,10.464
36.022,-0.4327,10.1776,0.5368,10.201
36.027,0.2762,10.3931,1.663,10.529
36.032,0.7947,11.1525,2.6708,11.495
36.038,0.9484,13.1091,3.759,13.67
36.042,0.6192,16.7607,6.0166,17.819
36.045,-0.2208,20.9602,8.132,22.483
36.05,-2.7848,27.6415,8.8961,29.171
36.054,-6.7942,29.4921,7.9825,31.3
36.06,-12.1039,29.4854,4.1727,32.145
36.064,-18.651,25.6171,-0.7899,31.697
36.069,-26.16,15.9964,-4.708,31.023
36.074,-27.6404,7.0751,-10.4652,30.39
36.079,-22.1033,1.595,-14.4711,26.467
36.084,-16.9837,-1.5157,-13.6975,21.872
36.089,-13.5341,-4.0027,-10.2953,17.47
36.094,-10.9846,-6.1092,-7.7957,14.79
36.099,-8.5327,-7.6319,-5.4157,12.664
36.104,-5.7081,-9.3248,-2.3206,11.177
36.11,2.4812,-13.301,5.3755,14.559
36.115,19.6635,-23.4562,14.3354,33.799
36.122,22.3289,-27.7587,-5.4332,36.037
36.123,21.2065,-27.7988,-19.4504,40.01
36.129,16.4465,-23.4494,-22.3737,36.345
36.134,13.1439,-20.121,-21.4292,32.2
36.139,11.6293,-19.8787,-17.2929,28.8
36.144,10.5293,-20.1723,-12.7198,26.069
36.15,8.9528,-19.8546,-9.7566,23.865
36.153,7.0953,-19.3722,-7.4587,21.938
36.159,5.4155,-18.55,-3.9582,19.726
36.162,3.8197,-17.1225,-0.4461,17.549
36.17,2.3506,-15.2484,1.712,15.523
36.175,1.2974,-13.3092,2.5914,13.621
36.178,0.3561,-11.6068,2.9405,11.979
36.181,-0.89,-10.1301,3.134,10.641
36.187,-2.0609,-8.7985,3.276,9.612
36.192,-2.8394,-7.7702,3.4152,8.95
36.197,-3.2999,-6.8105,3.3656,8.283
36.201,-3.0973,-6.2161,3.0765,7.596
36.206,-2.4022,-6.0079,2.7389,7.026
36.211,-1.709,-6.1137,2.6075,6.863
36.216,-1.1503,-6.3082,2.6735,6.947
36.221,-0.7799,-6.3926,2.8648,7.048
36.226,-0.5733,-6.355,2.9287,7.021
36.231,-0.3127,-6.2267,2.8717,6.864
36.235,-0.0413,-6.1752,2.6488,6.719
36.241,0.2313,-6.3031,2.2152,6.685
36.246,0.4574,-6.6438,1.6468,6.86
36.25,0.7154,-7.1538,1.0723,7.269
36.256,0.9929,-7.7807,0.5411,7.862
36.261,1.2723,-8.4,0.0579,8.496
36.265,1.6295,-9.0264,-0.3175,9.178
36.271,2.0309,-9.5738,-0.6062,9.806
36.275,2.4239,-10.0017,-0.8799,10.329
36.28,2.7519,-10.3674,-1.112,10.784
36.285,2.9204,-10.6493,-1.2854,11.117
36.29,2.9828,-10.8498,-1.436,11.344
36.295,2.9012,-10.9641,-1.5685,11.449
36.3,2.8502,-10.9948,-1.6872,11.483
36.303,2.8986,-10.9208,-1.8412,11.448
36.311,3.0535,-10.7994,-2.0323,11.405
36.314,3.2028,-10.6857,-2.2272,11.376
36.321,3.3232,-10.5293,-2.3526,11.289
36.325,3.375,-10.3634,-2.3857,11.157
36.328,3.3013,-10.1879,-2.3037,10.954
36.334,3.1552,-10.0098,-2.0403,10.692
36.34,2.9827,-9.853,-1.7581,10.444
36.344,2.7507,-9.7461,-1.4735,10.233
36.35,2.4879,-9.603,-1.2225,9.995
36.354,2.2277,-9.5121,-0.9956,9.82
36.357,1.9888,-9.452,-0.7789,9.69
36.364,1.7661,-9.3772,-0.6152,9.562
36.369,1.6286,-9.3143,-0.5399,9.471
36.372,1.5112,-9.2107,-0.5645,9.351
36.377,1.4546,-9.088,-0.7002,9.23
36.382,1.4321,-8.9917,-0.9777,9.157
36.388,1.4318,-8.9529,-1.2416,9.151
36.392,1.4438,-8.8855,-1.3635,9.105
36.398,1.518,-8.7847,-1.3607,9.018
36.402,1.5635,-8.6745,-1.3671,8.92
36.406,1.6495,-8.586,-1.3301,8.844
36.412,1.7376,-8.6076,-1.3021,8.877
36.416,1.8542,-8.6722,-1.3072,8.964
36.423,1.9658,-8.83,-1.3263,9.143
36.427,1.9938,-8.9565,-1.4099,9.283
36.429,1.9119,-9.0733,-1.4435,9.384
36.437,1.7797,-9.1923,-1.4106,9.469
36.439,1.6515,-9.3328,-1.261,9.561
36.45,1.5603,-9.4925,-1.0452,9.677
36.453,1.5748,-9.619,-0.8011,9.78
36.454,1.6925,-9.7075,-0.5932,9.872
36.459,1.894,-9.7414,-0.5308,9.938
36.463,2.1319,-9.7351,-0.6011,9.984
36.467,2.3779,-9.6958,-0.7436,10.011
36.472,2.587,-9.6808,-0.9175,10.062
36.477,2.6713,-9.6469,-1.0485,10.065
36.482,2.6409,-9.5989,-1.1467,10.021
36.487,2.5723,-9.5367,-1.1626,9.946
36.492,2.5201,-9.4293,-1.1297,9.825
36.497,2.4935,-9.3318,-1.0653,9.718
36.502,2.4947,-9.2178,-0.9167,9.593
36.507,2.45,-9.1353,-0.6821,9.483
36.511,2.3667,-9.0386,-0.5593,9.36
36.517,2.2617,-8.9899,-0.4647,9.282
36.521,2.1327,-8.9175,-0.1781,9.171
36.526,2.0181,-8.9122,0.2594,9.141
36.532,1.9246,-8.9309,0.6639,9.16
36.537,1.8574,-8.976,0.9596,9.216
36.542,1.7375,-8.9926,1.1467,9.23
36.546,1.5964,-9.0068,1.2041,9.226
36.551,1.4195,-9.0307,1.1844,9.218
36.557,1.2188,-9.0474,1.1566,9.202
36.562,1.0228,-9.0977,1.2039,9.234
36.566,0.8552,-9.148,1.1993,9.266
36.573,0.7206,-9.153,1.0357,9.24
36.577,0.6309,-9.1175,0.7304,9.168
36.581,0.5717,-9.1347,0.3146,9.158
36.585,0.546,-9.1615,-0.1621,9.179
36.591,0.5224,-9.224,-0.6642,9.263
36.595,0.5441,-9.2433,-1.1258,9.327
36.601,0.6614,-9.2934,-1.5071,9.438
36.607,0.8336,-9.3456,-1.6397,9.525
36.615,0.788,-9.3306,-1.6225,9.503
36.618,0.8088,-9.2843,-1.2457,9.402
36.621,1.1515,-8.6407,0.1972,8.719
36.627,1.8076,-6.2895,3.171,7.272
36.632,3.606,-0.4103,6.2872,7.26
36.635,7.2438,3.5338,-2.636,8.48
36.644,10.8896,2.4045,-0.6634,11.172
36.647,11.9146,-0.3292,-12.3185,17.141
36.651,7.5372,0.136,-22.151,23.399
36.655,2.1342,5.2158,-10.0372,11.511
36.659,-1.3273,12.1433,-1.2135,12.276
36.661,-3.0922,19.4386,8.5295,21.452
36.667,-4.9627,26.9446,16.2156,31.837
36.671,-7.5392,30.0914,17.1782,35.46
36.677,-12.3598,30.0792,14.1963,35.483
36.681,-20.0021,30.0691,14.3789,38.871
36.686,-26.049,30.0555,-3.6663,39.942
36.691,-24.1869,30.0334,-26.4205,46.745
36.697,-16.5781,30.0028,-9.5284,35.578
36.701,-10.2764,29.9663,-3.6977,31.894
36.706,-5.1162,24.2334,-7.401,25.85
36.711,-3.2865,17.408,-8.7421,19.755
36.715,-3.8958,12.681,-5.9255,14.529
36.721,-4.7717,10.1337,-1.3718,11.285
36.725,-6.23,9.7883,5.3333,12.77
36.73,-7.0746,10.636,9.7663,16.08
36.737,-7.2587,11.8323,8.8861,16.482
36.74,-6.3591,12.3672,4.59,14.644
36.745,-5.5852,12.2357,1.471,13.53
36.754,-3.3471,12.2227,-2.0522,12.838
36.756,0.8585,13.6148,-3.1414,13.999
36.759,3.9955,14.9115,-0.7107,15.454
36.764,4.6685,15.1542,2.23,16.013
36.769,4.7605,14.6411,4.4116,16.015
36.774,5.3638,13.796,5.595,15.824
36.779,5.791,12.5552,5.4936,14.878
36.784,5.5402,11.189,4.9969,13.448
36.789,4.9593,9.6158,4.6439,11.774
36.794,4.6522,8.1633,4.8587,10.578
36.798,4.6393,7.1134,5.2276,9.973
36.803,4.435,6.5835,5.7705,9.814
36.808,3.8739,6.5326,6.4841,9.986
36.812,3.0015,6.6851,7.1445,10.234
36.817,2.2086,6.6534,7.4071,10.199
36.823,1.4856,6.2941,6.8995,9.457
36.827,0.6218,5.6729,5.3505,7.823
36.832,-0.4313,5.1679,3.8236,6.443
36.837,-1.3254,4.9532,2.4864,5.699
36.847,-1.8492,4.7894,1.2766,5.29
36.849,-2.1682,4.4134,0.5854,4.952
36.851,-2.4182,3.8304,0.5693,4.566
36.856,-2.6774,3.201,0.9663,4.284
36.861,-2.9461,2.6087,1.3416,4.158
36.866,-3.161,2.0247,1.5129,4.047
36.871,-3.276,1.4891,1.5134,3.904
36.876,-3.2137,1.0399,1.6292,3.75
36.882,-2.963,0.6767,2.0776,3.682
36.887,-2.5195,0.3733,2.7507,3.749
36.892,-2.0406,0.1678,3.3047,3.888
36.895,-1.6001,0.1247,3.4466,3.802
36.901,-1.1529,0.0551,3.2188,3.419
36.904,-0.6636,-0.096,2.7534,2.834
36.911,-0.1084,-0.3526,2.1245,2.156
36.915,0.5296,-0.6951,1.4631,1.704
36.921,1.1265,-1.0829,0.8618,1.784
36.926,1.6041,-1.4632,0.4841,2.224
36.931,1.9819,-1.8886,0.3338,2.758
36.934,2.2936,-2.3351,0.3145,3.288
36.94,2.6037,-2.8531,0.4258,3.886
36.944,2.8644,-3.4447,0.6149,4.522
36.95,3.1599,-4.0979,0.9132,5.255
36.953,3.3688,-4.7359,1.2803,5.951
36.958,3.463,-5.3492,1.7407,6.606
36.964,3.4242,-5.9375,2.2063,7.201
36.968,3.27,-6.5344,2.5775,7.748
36.971,2.9726,-7.0656,2.7471,8.143
36.977,2.5681,-7.5311,2.6101,8.374
36.981,2.0883,-7.869,2.243,8.445
36.986,1.5859,-8.0747,1.748,8.413
36.992,1.1399,-8.0694,1.3232,8.256
36.997,0.7042,-7.9492,1.0548,8.05
37.001,0.4504,-7.7954,0.9669,7.868
37.007,0.2416,-7.5724,1.0265,7.646
37.01,0.0989,-7.3806,1.1242,7.466
37.016,-0.014,-7.098,1.1671,7.193
37.02,0.0029,-6.7822,1.1672,6.882
37.026,0.0964,-6.45,1.1034,6.544
37.03,0.2645,-6.1086,0.8542,6.174
37.036,0.3255,-5.7363,0.494,5.767
37.041,0.2633,-5.3547,0.1472,5.363
37.045,0.095,-4.9256,-0.1308,4.928
37.051,-0.081,-4.5038,-0.4799,4.53
37.055,-0.3934,-4.1537,-0.9539,4.28
37.061,-0.8334,-3.8966,-1.4093,4.227
37.067,-1.4902,-3.7084,-1.6675,4.331
37.069,-2.2793,-3.4597,-1.8844,4.551
37.074,-3.0354,-3.1363,-2.2557,4.913
37.08,-3.7066,-2.7981,-2.7127,5.378
37.086,-4.3208,-2.3449,-2.9557,5.736
37.09,-4.9017,-1.7892,-2.8672,5.954
37.093,-5.4105,-1.0645,-2.4268,6.025
37.1,-5.7992,-0.169,-1.7591,6.063
37.103,-6.0432,0.8994,-1.2138,6.229
37.111,-6.2149,2.0281,-0.9621,6.608
37.114,-6.3333,3.0259,-0.7705,7.061
37.119,-6.3844,3.7802,-0.5258,7.438
37.122,-6.1468,4.3128,-0.2997,7.515
37.127,-5.5115,4.514,-0.118,7.125
37.132,-4.5479,4.3413,-0.1852,6.29
37.139,-3.3607,3.8551,-0.4631,5.135
37.149,-2.2315,3.2445,-0.8423,4.027
37.151,-1.2904,2.6077,-1.0373,3.089
37.152,-0.5276,2.0691,-0.7689,2.27
37.157,0.1675,1.6001,-0.1751,1.618
37.163,0.8844,1.1649,0.4823,1.54
37.168,1.5218,0.7783,1.1465,2.058
37.173,2.0508,0.5385,1.7205,2.731
37.18,2.3756,0.4313,2.0693,3.18
37.186,2.5147,0.4186,2.0668,3.282
37.19,2.3832,0.5339,1.8783,3.081
37.192,2.084,0.6238,1.6089,2.706
37.196,1.664,0.6262,1.3802,2.251
37.199,1.1558,0.5864,1.2894,1.828
37.206,0.6848,0.4708,1.3742,1.606
37.212,0.3072,0.351,1.5104,1.581
37.215,-0.0707,0.2151,1.6263,1.642
37.222,-0.3185,0.0487,1.6123,1.644
37.224,-0.4894,-0.1577,1.4302,1.52
37.231,-0.5699,-0.3089,1.1008,1.277
37.235,-0.5577,-0.4406,0.7241,1.015
37.24,-0.5275,-0.5365,0.4355,0.869
37.243,-0.3816,-0.6421,0.3753,0.836
37.25,-0.1924,-0.7384,0.5024,0.914
37.254,0.0546,-0.8636,0.7668,1.156
37.26,0.2783,-0.9961,1.1185,1.523
37.263,0.5246,-1.1549,1.3879,1.88
37.27,0.7368,-1.2967,1.5395,2.143
37.274,0.8752,-1.4168,1.5545,2.278
37.278,0.962,-1.5127,1.4426,2.301
37.283,0.9881,-1.5245,1.3158,2.243
37.289,0.9199,-1.4167,1.2337,2.092
37.294,0.8533,-1.2921,1.2637,1.999
37.298,0.7261,-1.1077,1.3004,1.856
37.302,0.5433,-0.9065,1.3653,1.727
37.309,0.2621,-0.6719,1.4293,1.601
37.313,-0.0863,-0.4851,1.4782,1.558
37.318,-0.476,-0.4012,1.5955,1.713
37.323,-0.8552,-0.4058,1.7979,2.032
37.327,-1.1722,-0.4989,2.0471,2.411
37.334,-1.4345,-0.6064,2.1786,2.678
37.338,-1.547,-0.7449,2.1374,2.742
37.344,-1.627,-0.8478,2.026,2.733
37.347,-1.6007,-0.9007,1.9253,2.661
37.354,-1.5087,-0.8991,1.7588,2.486
37.357,-1.4325,-0.9889,1.5139,2.307
37.366,-1.5111,-1.1799,1.5619,2.473
37.367,-1.7452,-1.3936,2.3101,3.213
37.369,-1.9057,-1.479,3.7001,4.417
37.373,-2.1682,-1.4998,4.758,5.44
37.378,-2.03,-1.3498,4.7794,5.365
37.384,-1.8844,-1.0144,4.0271,4.56
37.388,-2.2049,-0.5249,2.7151,3.537
37.393,-2.4863,0.1585,1.2627,2.793
37.399,-2.5395,0.8049,0.4044,2.695
37.403,-2.3997,1.2846,0.8469,2.851
